FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
40007,Beaver County,Oklahoma,"6,023","5,832","5,636","5,319",-5.60%,-9.64%,-13.24%
40009,Beckham County,Oklahoma,"18,812","19,807","22,119","21,709",-1.90%,8.76%,13.34%
40011,Blaine County,Oklahoma,"11,470","11,965","11,942","9,485",-20.60%,-26.15%,-20.93%
40013,Bryan County,Oklahoma,"32,089","36,524","42,416","47,192",11.30%,22.61%,32.00%
40015,Caddo County,Oklahoma,"29,550","30,146","29,599","28,977",-2.10%,-4.03%,-1.98%
40017,Canadian County,Oklahoma,"74,409","87,729","115,540","144,447",25.00%,39.27%,48.49%
40019,Carter County,Oklahoma,"42,919","45,614","47,733","48,177",0.90%,5.32%,10.91%
40021,Cherokee County,Oklahoma,"34,049","42,475","46,982","48,675",3.60%,12.74%,30.05%
40023,Choctaw County,Oklahoma,"15,302","15,334","15,199","14,668",-3.50%,-4.54%,-4.32%
40025,Cimarron County,Oklahoma,"3,301","3,139","2,475","2,153",-13.00%,-45.80%,-53.32%
40027,Cleveland County,Oklahoma,"174,253","208,036","256,009","281,669",10.00%,26.14%,38.14%
40029,Coal County,Oklahoma,"5,780","6,035","5,925","5,520",-6.80%,-9.33%,-4.71%
40031,Comanche County,Oklahoma,"111,486","114,996","124,098","120,422",-3.00%,4.51%,7.42%
40033,Cotton County,Oklahoma,"6,651","6,603","6,190","5,776",-6.70%,-14.32%,-15.15%
40035,Craig County,Oklahoma,"14,104","14,951","15,025","14,306",-4.80%,-4.51%,1.41%
40037,Creek County,Oklahoma,"60,915","67,340","69,971","71,604",2.30%,5.95%,14.93%
40039,Custer County,Oklahoma,"26,897","26,147","27,469","29,036",5.70%,9.95%,7.37%
40041,Delaware County,Oklahoma,"28,070","36,949","41,491","42,733",3.00%,13.54%,34.31%
40043,Dewey County,Oklahoma,"5,551","4,740","4,810","4,894",1.70%,3.15%,-13.42%
40045,Ellis County,Oklahoma,"4,497","4,063","4,151","3,952",-4.80%,-2.81%,-13.79%
40047,Garfield County,Oklahoma,"56,735","57,811","60,580","60,913",0.50%,5.09%,6.86%
40049,Garvin County,Oklahoma,"26,605","27,216","27,571","27,811",0.90%,2.14%,4.34%
40051,Grady County,Oklahoma,"41,747","45,476","52,428","55,551",6.00%,18.14%,24.85%
40053,Grant County,Oklahoma,"5,689","5,144","4,530","4,326",-4.50%,-18.91%,-31.51%
40055,Greer County,Oklahoma,"6,559","6,061","6,239","5,821",-6.70%,-4.12%,-12.68%
40057,Harmon County,Oklahoma,"3,793","3,285","2,922","2,664",-8.80%,-23.31%,-42.38%
40059,Harper County,Oklahoma,"4,063","3,558","3,685","3,797",3.00%,6.29%,-7.01%
40061,Haskell County,Oklahoma,"10,940","11,778","12,767","12,668",-0.80%,7.03%,13.64%
40063,Hughes County,Oklahoma,"13,014","14,150","14,003","13,335",-4.80%,-6.11%,2.41%
40065,Jackson County,Oklahoma,"28,764","28,439","26,446","24,949",-5.70%,-13.99%,-15.29%
40067,Jefferson County,Oklahoma,"7,010","6,820","6,472","6,123",-5.40%,-11.38%,-14.49%
40069,Johnston County,Oklahoma,"10,032","10,512","10,957","10,949",-0.10%,3.99%,8.38%
40071,Kay County,Oklahoma,"48,056","48,086","46,562","44,161",-5.20%,-8.89%,-8.82%
40073,Kingfisher County,Oklahoma,"13,212","13,932","15,025","15,816",5.30%,11.91%,16.46%
40075,Kiowa County,Oklahoma,"11,347","10,225","9,446","8,729",-7.60%,-17.14%,-29.99%
40077,Latimer County,Oklahoma,"10,333","10,689","11,154","10,231",-8.30%,-4.48%,-1.00%
40079,Le Flore County,Oklahoma,"43,270","48,099","50,384","49,980",-0.80%,3.76%,13.43%
40081,Lincoln County,Oklahoma,"29,216","32,070","34,274","34,920",1.90%,8.16%,16.33%
40083,Logan County,Oklahoma,"29,011","33,911","41,854","47,291",13.00%,28.29%,38.65%
40085,Love County,Oklahoma,"7,788","8,826","9,416","10,134",7.60%,12.91%,23.15%
40087,McClain County,Oklahoma,"22,795","27,750","34,508","39,985",15.90%,30.60%,42.99%
40089,McCurtain County,Oklahoma,"33,433","34,384","33,154","32,703",-1.40%,-5.14%,-2.23%
40091,McIntosh County,Oklahoma,"16,779","19,405","20,252","19,815",-2.20%,2.07%,15.32%
40093,Major County,Oklahoma,"8,055","7,545","7,527","7,644",1.60%,1.30%,-5.38%
40095,Marshall County,Oklahoma,"10,829","13,131","15,836","16,806",6.10%,21.87%,35.56%
40097,Mayes County,Oklahoma,"33,366","38,339","41,263","41,107",-0.40%,6.73%,18.83%
40099,Murray County,Oklahoma,"12,042","12,617","13,488","13,953",3.40%,9.58%,13.70%
40101,Muskogee County,Oklahoma,"68,078","69,471","70,988","68,362",-3.70%,-1.62%,0.42%
40103,Noble County,Oklahoma,"11,045","11,406","11,561","11,289",-2.40%,-1.04%,2.16%
40105,Nowata County,Oklahoma,"9,992","10,564","10,536","10,218",-3.00%,-3.39%,2.21%
40107,Okfuskee County,Oklahoma,"11,551","11,808","12,191","12,098",-0.80%,2.40%,4.52%
40109,Oklahoma County,Oklahoma,"599,611","660,581","718,377","792,582",10.30%,16.65%,24.35%
40111,Okmulgee County,Oklahoma,"36,490","39,672","40,069","38,335",-4.30%,-3.49%,4.81%
40113,Osage County,Oklahoma,"41,645","44,413","47,476","47,014",-1.00%,5.53%,11.42%
40115,Ottawa County,Oklahoma,"30,561","33,164","31,848","31,175",-2.10%,-6.38%,1.97%
40117,Pawnee County,Oklahoma,"15,575","16,610","16,579","16,390",-1.10%,-1.34%,4.97%
40119,Payne County,Oklahoma,"61,507","68,201","77,350","82,040",6.10%,16.87%,25.03%
40121,Pittsburg County,Oklahoma,"40,950","43,944","45,837","43,877",-4.30%,-0.15%,6.67%
40123,Pontotoc County,Oklahoma,"34,119","35,146","37,490","38,247",2.00%,8.11%,10.79%
40125,Pottawatomie County,Oklahoma,"58,760","65,505","69,443","72,679",4.70%,9.87%,19.15%
40127,Pushmataha County,Oklahoma,"10,997","11,660","11,578","11,179",-3.40%,-4.30%,1.63%
40129,Roger Mills County,Oklahoma,"4,147","3,432","3,647","3,656",0.20%,6.13%,-13.43%
40131,Rogers County,Oklahoma,"55,170","70,649","86,918","91,984",5.80%,23.19%,40.02%
40133,Seminole County,Oklahoma,"25,412","24,966","25,482","24,578",-3.50%,-1.58%,-3.39%
40135,Sequoyah County,Oklahoma,"33,828","38,952","42,439","41,179",-3.00%,5.41%,17.85%
40137,Stephens County,Oklahoma,"42,299","43,204","45,048","43,265",-4.00%,0.14%,2.23%
40139,Texas County,Oklahoma,"16,419","20,098","20,640","20,455",-0.90%,1.75%,19.73%
40141,Tillman County,Oklahoma,"10,384","9,285","7,991","7,348",-8.00%,-26.36%,-41.32%
40143,Tulsa County,Oklahoma,"503,341","563,475","603,437","648,360",7.40%,13.09%,22.37%
40145,Wagoner County,Oklahoma,"47,883","57,476","73,082","80,110",9.60%,28.25%,40.23%
40147,Washington County,Oklahoma,"48,066","49,015","50,977","51,843",1.70%,5.45%,7.29%
40149,Washita County,Oklahoma,"11,441","11,510","11,629","11,127",-4.30%,-3.44%,-2.82%
40151,Woods County,Oklahoma,"9,103","9,094","8,878","8,897",0.20%,-2.21%,-2.32%
40153,Woodward County,Oklahoma,"18,976","18,489","20,081","20,222",0.70%,8.57%,6.16%
39001,Adams County,Ohio,"25,371","27,303","28,559","27,724",-2.90%,1.52%,8.49%
39003,Allen County,Ohio,"109,755","108,464","106,315","102,663",-3.40%,-5.65%,-6.91%
39005,Ashland County,Ohio,"47,507","52,516","53,140","53,745",1.10%,2.29%,11.61%
39007,Ashtabula County,Ohio,"99,880","102,681","101,490","97,493",-3.90%,-5.32%,-2.45%
39009,Athens County,Ohio,"59,549","62,193","64,764","65,818",1.60%,5.51%,9.52%
39011,Auglaize County,Ohio,"44,585","46,230","45,949","45,804",-0.30%,-0.93%,2.66%
39013,Belmont County,Ohio,"71,074","70,239","70,405","67,505",-4.10%,-4.05%,-5.29%
39015,Brown County,Ohio,"34,966","42,261","44,828","43,602",-2.70%,3.08%,19.81%
39017,Butler County,Ohio,"291,479","332,341","368,135","382,378",3.90%,13.09%,23.77%
39019,Carroll County,Ohio,"26,521","28,822","28,835","27,081",-6.10%,-6.43%,2.07%
39021,Champaign County,Ohio,"36,019","38,904","40,099","38,754",-3.40%,-0.39%,7.06%
39023,Clark County,Ohio,"147,538","144,742","138,341","134,585",-2.70%,-7.55%,-9.62%
39025,Clermont County,Ohio,"150,094","177,322","197,365","205,466",4.10%,13.70%,26.95%
39027,Clinton County,Ohio,"35,444","40,473","42,035","42,057",0.10%,3.77%,15.72%
39029,Columbiana County,Ohio,"108,276","112,050","107,852","102,665",-4.80%,-9.14%,-5.47%
39031,Coshocton County,Ohio,"35,427","36,654","36,898","36,629",-0.70%,-0.07%,3.28%
39033,Crawford County,Ohio,"47,870","46,909","43,783","41,550",-5.10%,-12.90%,-15.21%
39035,Cuyahoga County,Ohio,"1,412,140","1,393,871","1,280,115","1,243,857",-2.80%,-12.06%,-13.53%
39037,Darke County,Ohio,"53,617","53,313","52,969","51,323",-3.10%,-3.88%,-4.47%
39039,Defiance County,Ohio,"39,350","39,502","39,030","38,165",-2.20%,-3.50%,-3.10%
39041,Delaware County,Ohio,"66,929","109,974","174,172","204,826",17.60%,46.31%,67.32%
39043,Erie County,Ohio,"76,781","79,623","77,066","74,615",-3.20%,-6.71%,-2.90%
39045,Fairfield County,Ohio,"103,468","122,943","146,182","155,782",6.60%,21.08%,33.58%
39047,Fayette County,Ohio,"27,466","28,474","29,035","28,666",-1.30%,0.67%,4.19%
39049,Franklin County,Ohio,"961,437","1,068,736","1,163,532","1,310,300",12.60%,18.44%,26.62%
39051,Fulton County,Ohio,"38,498","42,051","42,698","42,276",-1.00%,0.53%,8.94%
39053,Gallia County,Ohio,"30,954","31,058","30,942","29,979",-3.10%,-3.60%,-3.25%
39055,Geauga County,Ohio,"81,087","90,935","93,409","94,031",0.70%,3.29%,13.77%
39057,Greene County,Ohio,"136,731","147,931","161,576","167,995",4.00%,11.94%,18.61%
39059,Guernsey County,Ohio,"39,024","40,813","40,091","39,022",-2.70%,-4.59%,-0.01%
39061,Hamilton County,Ohio,"866,228","845,289","802,372","816,684",1.80%,-3.50%,-6.07%
39063,Hancock County,Ohio,"65,536","71,303","74,789","75,930",1.50%,6.09%,13.69%
39065,Hardin County,Ohio,"31,111","31,966","32,060","31,480",-1.80%,-1.54%,1.17%
39067,Harrison County,Ohio,"16,085","15,847","15,860","15,174",-4.30%,-4.44%,-6.00%
39069,Henry County,Ohio,"29,108","29,202","28,215","27,086",-4.00%,-7.81%,-7.47%
39071,Highland County,Ohio,"35,728","40,853","43,602","43,058",-1.20%,5.12%,17.02%
39073,Hocking County,Ohio,"25,533","28,263","29,373","28,385",-3.40%,0.43%,10.05%
39075,Holmes County,Ohio,"32,849","38,940","42,363","43,892",3.60%,11.28%,25.16%
39077,Huron County,Ohio,"56,238","59,447","59,623","58,504",-1.90%,-1.61%,3.87%
39079,Jackson County,Ohio,"30,230","32,653","33,225","32,384",-2.50%,-0.83%,6.65%
39081,Jefferson County,Ohio,"80,298","73,886","69,711","65,767",-5.70%,-12.35%,-22.09%
39083,Knox County,Ohio,"47,473","54,482","60,932","61,893",1.60%,11.97%,23.30%
39085,Lake County,Ohio,"215,500","227,482","230,050","230,514",0.20%,1.32%,6.51%
39087,Lawrence County,Ohio,"61,834","62,330","62,448","59,866",-4.10%,-4.12%,-3.29%
39089,Licking County,Ohio,"128,300","145,699","166,482","175,769",5.60%,17.11%,27.01%
39091,Logan County,Ohio,"42,310","46,002","45,851","45,358",-1.10%,-1.42%,6.72%
39093,Lorain County,Ohio,"271,126","284,657","301,371","309,461",2.70%,8.02%,12.39%
39095,Lucas County,Ohio,"462,361","455,093","441,815","429,899",-2.70%,-5.86%,-7.55%
39097,Madison County,Ohio,"37,078","40,210","43,438","44,413",2.20%,9.46%,16.52%
39099,Mahoning County,Ohio,"264,806","257,588","238,788","229,642",-3.80%,-12.17%,-15.31%
39101,Marion County,Ohio,"64,274","66,198","66,501","65,256",-1.90%,-1.44%,1.50%
39103,Medina County,Ohio,"122,354","151,096","172,333","179,146",4.00%,15.66%,31.70%
39105,Meigs County,Ohio,"22,987","23,058","23,767","23,106",-2.80%,0.21%,0.52%
39107,Mercer County,Ohio,"39,443","40,936","40,814","40,959",0.40%,0.06%,3.70%
39109,Miami County,Ohio,"93,184","98,899","102,501","106,222",3.60%,6.89%,12.27%
39111,Monroe County,Ohio,"15,497","15,172","14,631","13,790",-5.70%,-10.02%,-12.38%
39113,Montgomery County,Ohio,"573,809","559,141","535,191","532,331",-0.50%,-5.04%,-7.79%
39115,Morgan County,Ohio,"14,194","14,947","15,053","14,604",-3.00%,-2.35%,2.81%
39117,Morrow County,Ohio,"27,749","31,646","34,829","35,112",0.80%,9.87%,20.97%
39119,Muskingum County,Ohio,"82,068","84,549","86,086","86,183",0.10%,1.90%,4.77%
39121,Noble County,Ohio,"11,336","14,058","14,656","14,354",-2.10%,2.06%,21.03%
39123,Ottawa County,Ohio,"40,029","40,974","41,433","40,769",-1.60%,-0.50%,1.82%
39125,Paulding County,Ohio,"20,488","20,297","19,610","18,760",-4.30%,-8.19%,-9.21%
39127,Perry County,Ohio,"31,557","34,052","36,039","36,033",0.00%,5.50%,12.42%
39129,Pickaway County,Ohio,"48,248","52,728","55,680","58,086",4.30%,9.22%,16.94%
39131,Pike County,Ohio,"24,249","27,628","28,705","28,067",-2.20%,1.56%,13.60%
39133,Portage County,Ohio,"142,585","152,126","161,425","162,927",0.90%,6.63%,12.49%
39135,Preble County,Ohio,"40,113","42,340","42,258","40,997",-3.00%,-3.28%,2.16%
39137,Putnam County,Ohio,"33,819","34,722","34,496","33,780",-2.10%,-2.79%,-0.12%
39139,Richland County,Ohio,"126,137","128,932","124,474","121,099",-2.70%,-6.47%,-4.16%
39141,Ross County,Ohio,"69,330","73,382","78,078","76,931",-1.50%,4.61%,9.88%
39143,Sandusky County,Ohio,"61,963","61,797","60,946","58,799",-3.50%,-5.10%,-5.38%
39145,Scioto County,Ohio,"80,327","79,215","79,493","75,502",-5.00%,-4.92%,-6.39%
39147,Seneca County,Ohio,"59,733","58,663","56,742","55,207",-2.70%,-6.26%,-8.20%
39149,Shelby County,Ohio,"44,915","48,292","49,418","48,627",-1.60%,0.69%,7.63%
39151,Stark County,Ohio,"367,585","378,144","375,590","371,574",-1.10%,-1.77%,1.07%
39153,Summit County,Ohio,"514,990","542,849","541,778","541,918",0.00%,-0.17%,4.97%
39155,Trumbull County,Ohio,"227,795","225,105","210,325","198,627",-5.60%,-13.33%,-14.68%
39157,Tuscarawas County,Ohio,"84,090","90,919","92,587","92,176",-0.40%,1.36%,8.77%
39159,Union County,Ohio,"31,969","40,975","52,280","57,835",10.60%,29.15%,44.72%
39161,Van Wert County,Ohio,"30,464","29,654","28,759","28,281",-1.70%,-4.85%,-7.72%
39163,Vinton County,Ohio,"11,098","12,809","13,430","13,139",-2.20%,2.51%,15.53%
39165,Warren County,Ohio,"113,973","159,551","212,820","232,173",9.10%,31.28%,50.91%
39167,Washington County,Ohio,"62,254","63,242","61,781","60,155",-2.60%,-5.13%,-3.49%
39169,Wayne County,Ohio,"101,461","111,562","114,516","115,967",1.30%,3.80%,12.51%
39171,Williams County,Ohio,"36,956","39,189","37,648","36,804",-2.20%,-6.48%,-0.41%
39173,Wood County,Ohio,"113,269","121,072","125,489","130,696",4.10%,7.36%,13.33%
39175,Wyandot County,Ohio,"22,254","22,897","22,617","21,935",-3.00%,-4.39%,-1.45%
38001,Adams County,North Dakota,"3,174","2,593","2,343","2,294",-2.10%,-13.03%,-38.36%
38003,Barnes County,North Dakota,"12,545","11,772","11,064","10,542",-4.70%,-11.67%,-19.00%
38005,Benson County,North Dakota,"7,198","6,961","6,660","6,962",4.50%,0.01%,-3.39%
38007,Billings County,North Dakota,"1,108",888,784,919,17.20%,3.37%,-20.57%
38009,Bottineau County,North Dakota,"8,011","7,156","6,429","6,411",-0.30%,-11.62%,-24.96%
38011,Bowman County,North Dakota,"3,596","3,243","3,151","3,076",-2.40%,-5.43%,-16.91%
38013,Burke County,North Dakota,"3,002","2,243","1,968","2,100",6.70%,-6.81%,-42.95%
38015,Burleigh County,North Dakota,"60,131","69,408","81,308","95,273",17.20%,27.15%,36.89%
38017,Cass County,North Dakota,"102,874","123,171","149,778","181,516",21.20%,32.14%,43.33%
38019,Cavalier County,North Dakota,"6,064","4,832","3,994","3,829",-4.10%,-26.19%,-58.37%
38021,Dickey County,North Dakota,"6,107","5,768","5,287","4,903",-7.30%,-17.64%,-24.56%
38023,Divide County,North Dakota,"2,899","2,283","2,071","2,283",10.20%,0.00%,-26.98%
38025,Dunn County,North Dakota,"4,005","3,606","3,536","4,332",22.50%,16.76%,7.55%
38027,Eddy County,North Dakota,"2,951","2,756","2,385","2,313",-3.00%,-19.15%,-27.58%
38029,Emmons County,North Dakota,"4,830","4,327","3,545","3,295",-7.10%,-31.32%,-46.59%
38031,Foster County,North Dakota,"3,983","3,761","3,337","3,216",-3.60%,-16.95%,-23.85%
38033,Golden Valley County,North Dakota,"2,108","1,925","1,680","1,769",5.30%,-8.82%,-19.16%
38035,Grand Forks County,North Dakota,"70,683","66,119","66,864","70,770",5.80%,6.57%,0.12%
38037,Grant County,North Dakota,"3,549","2,841","2,394","2,374",-0.80%,-19.67%,-49.49%
38039,Griggs County,North Dakota,"3,303","2,754","2,421","2,232",-7.80%,-23.39%,-47.98%
38041,Hettinger County,North Dakota,"3,445","2,715","2,478","2,514",1.50%,-8.00%,-37.03%
38043,Kidder County,North Dakota,"3,332","2,738","2,435","2,450",0.60%,-11.76%,-36.00%
38045,LaMoure County,North Dakota,"5,383","4,690","4,141","4,062",-1.90%,-15.46%,-32.52%
38047,Logan County,North Dakota,"2,847","2,315","1,988","1,903",-4.30%,-21.65%,-49.61%
38049,McHenry County,North Dakota,"6,528","5,983","5,392","5,816",7.90%,-2.87%,-12.24%
38051,McIntosh County,North Dakota,"4,021","3,388","2,813","2,585",-8.10%,-31.06%,-55.55%
38053,McKenzie County,North Dakota,"6,383","5,738","6,359","13,632",114.40%,57.91%,53.18%
38055,McLean County,North Dakota,"10,457","9,346","8,962","9,541",6.50%,2.04%,-9.60%
38057,Mercer County,North Dakota,"9,808","8,634","8,424","8,267",-1.90%,-4.44%,-18.64%
38059,Morton County,North Dakota,"23,700","25,301","27,469","31,095",13.20%,18.63%,23.78%
38061,Mountrail County,North Dakota,"7,021","6,636","7,663","10,218",33.30%,35.06%,31.29%
38063,Nelson County,North Dakota,"4,410","3,706","3,129","2,869",-8.30%,-29.17%,-53.71%
38065,Oliver County,North Dakota,"2,381","2,057","1,848","1,952",5.60%,-5.38%,-21.98%
38067,Pembina County,North Dakota,"9,238","8,620","7,403","6,947",-6.20%,-24.08%,-32.98%
38069,Pierce County,North Dakota,"5,052","4,667","4,359","4,081",-6.40%,-14.36%,-23.79%
38071,Ramsey County,North Dakota,"12,681","12,062","11,451","11,481",0.30%,-5.06%,-10.45%
38073,Ransom County,North Dakota,"5,921","5,896","5,457","5,237",-4.00%,-12.58%,-13.06%
38075,Renville County,North Dakota,"3,160","2,612","2,470","2,374",-3.90%,-10.03%,-33.11%
38077,Richland County,North Dakota,"18,148","17,992","16,321","16,239",-0.50%,-10.79%,-11.76%
38079,Rolette County,North Dakota,"12,772","13,674","13,939","14,301",2.60%,4.38%,10.69%
38081,Sargent County,North Dakota,"4,549","4,362","3,829","3,870",1.10%,-12.71%,-17.55%
38083,Sheridan County,North Dakota,"2,148","1,711","1,321","1,349",2.10%,-26.83%,-59.23%
38085,Sioux County,North Dakota,"3,761","4,043","4,154","4,358",4.90%,7.23%,13.70%
38087,Slope County,North Dakota,907,765,727,763,5.00%,-0.26%,-18.87%
38089,Stark County,North Dakota,"22,832","22,635","24,199","30,997",28.10%,26.98%,26.34%
38091,Steele County,North Dakota,"2,420","2,252","1,975","1,903",-3.60%,-18.34%,-27.17%
38093,Stutsman County,North Dakota,"22,241","21,912","21,100","20,917",-0.90%,-4.76%,-6.33%
38095,Towner County,North Dakota,"3,627","2,878","2,246","2,192",-2.40%,-31.30%,-65.47%
38097,Traill County,North Dakota,"8,752","8,479","8,121","8,037",-1.00%,-5.50%,-8.90%
38099,Walsh County,North Dakota,"13,840","12,375","11,123","10,667",-4.10%,-16.01%,-29.75%
38101,Ward County,North Dakota,"57,921","58,799","61,675","67,744",9.80%,13.20%,14.50%
38103,Wells County,North Dakota,"5,864","5,095","4,207","3,957",-5.90%,-28.76%,-48.19%
38105,Williams County,North Dakota,"21,129","19,754","22,399","35,350",57.80%,44.12%,40.23%
37001,Alamance County,North Carolina,"108,213","130,750","151,160","166,436",10.10%,21.44%,34.98%
37003,Alexander County,North Carolina,"27,544","33,566","37,185","37,353",0.50%,10.14%,26.26%
37005,Alleghany County,North Carolina,"9,590","10,672","11,154","11,161",0.10%,4.38%,14.08%
37007,Anson County,North Carolina,"23,474","25,268","26,929","24,877",-7.60%,-1.57%,5.64%
37009,Ashe County,North Carolina,"22,209","24,394","27,240","27,109",-0.50%,10.02%,18.08%
37011,Avery County,North Carolina,"14,867","17,149","17,812","17,505",-1.70%,2.03%,15.07%
37013,Beaufort County,North Carolina,"42,283","44,916","47,768","47,079",-1.40%,4.59%,10.19%
37015,Bertie County,North Carolina,"20,388","19,765","21,275","19,026",-10.60%,-3.88%,-7.16%
37017,Bladen County,North Carolina,"28,663","32,252","35,181","33,190",-5.70%,2.83%,13.64%
37019,Brunswick County,North Carolina,"50,985","73,121","107,429","136,744",27.30%,46.53%,62.72%
37021,Buncombe County,North Carolina,"174,357","206,365","238,331","259,103",8.70%,20.35%,32.71%
37023,Burke County,North Carolina,"75,740","89,163","90,832","90,382",-0.50%,1.35%,16.20%
